"lot_id","plot_id","lot_number","purchased_rights","remaining_rights","status","notes"
"OYG7-L1","OYG7","1","1","3","Unoccupied",
"OYG8-L4","OYG8","4","1","3","Partially Occupied",
"OYG8-L3","OYG8","3","1","3","Partially Occupied",
"OYG8-L2","OYG8","2","1","3","Partially Occupied",
"OYG8-L1","OYG8","1","1","3","Partially Occupied",
"OYG9-L5","OYG9","5","1","3","Partially Occupied",
"OYG9-L4","OYG9","4","1","3","Partially Occupied",
"OYG9-L3","OYG9","3","1","3","Partially Occupied",
"OYG9-L2","OYG9","2","1","3","Partially Occupied",
"OYG9-L1","OYG9","1","1","3","Partially Occupied",
"OYH1-L4","OYH1","4","1","3","Unoccupied",
"OYH1-L3","OYH1","3","1","3","Unoccupied",
"OYH1-L2","OYH1","2","1","3","Unoccupied",
"OYH1-L1","OYH1","1","1","3","Unoccupied",
"OYH10-L5","OYH10","5","1","3","Partially Occupied",
"OYH10-L4","OYH10","4","1","3","Unoccupied",
"OYH10-L3","OYH10","3","1","3","Partially Occupied",
"OYH10-L2","OYH10","2","1","3","Unoccupied",
"OYH10-L1","OYH10","1","1","3","Partially Occupied",
"OYH11-L5","OYH11","5","1","3","Partially Occupied",
"OYH11-L4","OYH11","4","1","3","Partially Occupied",
"OYH11-L3","OYH11","3","1","3","Unoccupied",
"OYH11-L2","OYH11","2","1","3","Partially Occupied",
"OYH11-L1","OYH11","1","1","3","Partially Occupied",
"OYH12-L5","OYH12","5","1","3","Partially Occupied",
"OYH12-L4","OYH12","4","1","3","Partially Occupied",
"OYH12-L3","OYH12","3","1","3","Unoccupied",
"OYH12-L2","OYH12","2","1","3","Unoccupied",
"OYH12-L1","OYH12","1","1","3","Partially Occupied",
"OYH2-L5","OYH2","5","1","3","Unoccupied",
"OYH2-L4","OYH2","4","1","3","Unoccupied",
"OYH2-L3","OYH2","3","1","3","Partially Occupied",
"OYH2-L2","OYH2","2","1","3","Partially Occupied",
"OYH2-L1","OYH2","1","1","3","Partially Occupied",
"OYH3-L5","OYH3","5","1","3","Unoccupied",
"OYH3-L4","OYH3","4","1","3","Unoccupied",
"OYH3-L3","OYH3","3","1","3","Partially Occupied",
"OYH3-L2","OYH3","2","1","3","Partially Occupied",
"OYH3-L1","OYH3","1","1","3","Partially Occupied",
"OYH4-L5","OYH4","5","0","4","Available","Unpurchased"
"OYH4-L4","OYH4","4","1","3","Partially Occupied",
"OYH4-L3","OYH4","3","1","3","Partially Occupied",
"OYH4-L2","OYH4","2","0","4","Available","Unpurchased"
"OYH4-L1","OYH4","1","0","4","Available","Unpurchased"
"OYH5-L5","OYH5","5","0","4","Available","Unpurchased"
"OYH5-L4","OYH5","4","0","4","Available","Unpurchased"
"OYH5-L3","OYH5","3","1","3","Partially Occupied",
"OYH5-L2","OYH5","2","0","4","Available","Unpurchased"
"OYH5-L1","OYH5","1","0","4","Available","Unpurchased"
"OYH6-L5","OYH6","5","1","3","Unoccupied",
"OYH6-L4","OYH6","4","1","3","Partially Occupied",
"OYH6-L3","OYH6","3","1","3","Partially Occupied",
"OYH6-L2","OYH6","2","1","3","Partially Occupied",
"OYH6-L1","OYH6","1","1","3","Partially Occupied",
"OYH7-L5","OYH7","5","0","4","Available","Unpurchased"
"OYH7-L4","OYH7","4","1","3","Partially Occupied",
"OYH7-L3","OYH7","3","1","3","Partially Occupied",
"OYH7-L2","OYH7","2","0","4","Available","Unpurchased"
"OYH7-L1","OYH7","1","0","4","Available","Unpurchased"
"OYH8-L5","OYH8","5","1","3","Unoccupied",
"OYH8-L4","OYH8","4","1","3","Unoccupied",
"OYH8-L3","OYH8","3","1","3","Partially Occupied",
"OYH8-L2","OYH8","2","1","3","Partially Occupied",
"OYH8-L1","OYH8","1","1","3","Partially Occupied",
"OYH9-L5","OYH9","5","1","3","Partially Occupied",
"OYH9-L4","OYH9","4","1","3","Unoccupied",
"OYH9-L3","OYH9","3","0","4","Available","Unpurchased"
"OYH9-L2","OYH9","2","0","4","Available","Unpurchased"
"OYH9-L1","OYH9","1","0","4","Available","Unpurchased"
"OYI1-L5","OYI1","5","1","3","Unoccupied",
"OYI1-L4","OYI1","4","1","3","Partially Occupied",
"OYI1-L3","OYI1","3","1","3","Partially Occupied",
"OYI1-L2","OYI1","2","1","3","Partially Occupied",
"OYI1-L1","OYI1","1","1","3","Partially Occupied",
"OYI10-L5","OYI10","5","1","3","Partially Occupied",
"OYI10-L4","OYI10","4","1","3","Partially Occupied",
"OYI10-L3","OYI10","3","1","3","Unoccupied",
"OYI10-L2","OYI10","2","1","3","Partially Occupied",
"OYI10-L1","OYI10","1","1","3","Unoccupied",
"OYI11-L5","OYI11","5","1","3","Partially Occupied",
"OYI11-L4","OYI11","4","1","3","Partially Occupied",
"OYI11-L3","OYI11","3","1","3","Partially Occupied",
"OYI11-L2","OYI11","2","1","3","Partially Occupied",
"OYI11-L1","OYI11","1","1","3","Partially Occupied",
"OYI12-L5","OYI12","5","1","3","Unoccupied",
"OYI12-L4","OYI12","4","1","3","Partially Occupied",
"OYI12-L3","OYI12","3","1","3","Partially Occupied",
"OYI12-L2","OYI12","2","1","3","Unoccupied",
"OYI12-L1","OYI12","1","1","3","Unoccupied",
"OYI2-L5","OYI2","5","1","3","Partially Occupied",
"OYI2-L4","OYI2","4","1","3","Partially Occupied",
"OYI2-L3","OYI2","3","1","3","Partially Occupied",
"OYI2-L2","OYI2","2","1","3","Partially Occupied",
"OYI2-L1","OYI2","1","1","3","Partially Occupied",
"OYI3-L5","OYI3","5","1","3","Partially Occupied",
"OYI3-L4","OYI3","4","1","3","Partially Occupied",
"OYI3-L3","OYI3","3","1","3","Partially Occupied",
"OYI3-L2","OYI3","2","1","3","Unoccupied",
"OYI3-L1","OYI3","1","1","3","Unoccupied",
"OYI4-L5","OYI4","5","1","3","Partially Occupied",
"OYI4-L4","OYI4","4","1","3","Partially Occupied",
"OYI4-L3","OYI4","3","1","3","Partially Occupied",
"OYI4-L2","OYI4","2","1","3","Partially Occupied",
"OYI4-L1","OYI4","1","1","3","Unoccupied",
"OYI5-L5","OYI5","5","1","3","Partially Occupied",
"OYI5-L4","OYI5","4","1","3","Unoccupied",
"OYI5-L3","OYI5","3","1","3","Unoccupied",
"OYI5-L2","OYI5","2","1","3","Partially Occupied",
"OYI5-L1","OYI5","1","1","3","Partially Occupied",
"OYI6-L5","OYI6","5","1","3","Unoccupied",
"OYI6-L4","OYI6","4","1","3","Unoccupied",
"OYI6-L3","OYI6","3","1","3","Unoccupied",
"OYI6-L2","OYI6","2","1","3","Unoccupied",
"OYI6-L1","OYI6","1","1","3","Partially Occupied",
"OYI7-L5","OYI7","5","1","3","Unoccupied",
"OYI7-L4","OYI7","4","1","3","Unoccupied",
"OYI7-L3","OYI7","3","1","3","Unoccupied",
"OYI7-L2","OYI7","2","1","3","Unoccupied",
"OYI7-L1","OYI7","1","1","3","Unoccupied",
"OYI8-L5","OYI8","5","1","3","Unoccupied",
"OYI8-L4","OYI8","4","1","3","Unoccupied",
"OYI8-L3","OYI8","3","1","3","Partially Occupied",
"OYI8-L2","OYI8","2","1","3","Partially Occupied",
"OYI8-L1","OYI8","1","1","3","Unoccupied",
"OYI9-L5","OYI9","5","1","3","Partially Occupied",
"OYI9-L4","OYI9","4","1","3","Partially Occupied",
"OYI9-L3","OYI9","3","2","2","Partially Occupied",
"OYI9-L2","OYI9","2","1","3","Unoccupied",
"OYI9-L1","OYI9","1","1","3","Unoccupied",
"OYJ1-L4","OYJ1","4","0","4","Available","Bob Webber expressed interest in this lot."
"OYJ1-L3","OYJ1","3","4","0","Unoccupied",
"OYJ1-L2","OYJ1","2","4","0","Unoccupied",
"OYJ1-L1","OYJ1","1","4","0","Fully Occupied",
"OYJ10-L4","OYJ10","4","1","3","Partially Occupied",
"OYJ10-L3","OYJ10","3","1","3","Partially Occupied",
"OYJ10-L2","OYJ10","2","1","3","Partially Occupied",
"OYJ10-L1","OYJ10","1","1","3","Partially Occupied",
"OYJ11-L5","OYJ11","5","1","3","Partially Occupied",
"OYJ11-L4","OYJ11","4","1","3","Partially Occupied",
"OYJ11-L3","OYJ11","3","1","3","Partially Occupied",
"OYJ11-L2","OYJ11","2","1","3","Unoccupied",
"OYJ11-L1","OYJ11","1","1","3","Partially Occupied",
"OYJ12-L4","OYJ12","4","0","4","Available","Unpurchased"
"OYJ12-L3","OYJ12","3","0","4","Available","Unpurchased"
"OYJ12-L2","OYJ12","2","0","4","Available","Unpurchased"
"OYJ12-L1","OYJ12","1","0","4","Available","Unpurchased"
"OYJ2-L4","OYJ2","4","0","4","Available","Unpurchased"
"OYJ2-L3","OYJ2","3","0","4","Available","Unpurchased"
"OYJ2-L2","OYJ2","2","0","4","Available","Unpurchased"
"OYJ2-L1","OYJ2","1","0","4","Available","Unpurchased"
"OYJ3-L4","OYJ3","4","0","4","Available","Unpurchased"
"OYJ3-L3","OYJ3","3","0","4","Available","Unpurchased"
"OYJ3-L2","OYJ3","2","0","4","Available","Unpurchased"
"OYJ3-L1","OYJ3","1","0","4","Available","Unpurchased"
"OYJ4-L4","OYJ4","4","0","4","Available","Unpurchased"
"OYJ4-L3","OYJ4","3","0","4","Available","Unpurchased"
"OYJ4-L2","OYJ4","2","0","4","Available","Unpurchased"
"OYJ4-L1","OYJ4","1","0","4","Available","Unpurchased"
"OYJ5-L4","OYJ5","4","0","4","Available","Unpurchased"
"OYJ5-L3","OYJ5","3","0","4","Available","Unpurchased"
"OYJ5-L2","OYJ5","2","0","4","Available","Unpurchased"
"OYJ5-L1","OYJ5","1","0","4","Available","Unpurchased"
"OYJ6-L4","OYJ6","4","1","3","Unoccupied",
"OYJ6-L3","OYJ6","3","1","3","Unoccupied",
"OYJ6-L2","OYJ6","2","1","3","Partially Occupied",
"OYJ6-L1","OYJ6","1","1","3","Partially Occupied",
"OYJ7-L4","OYJ7","4","1","3","Unoccupied",
"OYJ7-L3","OYJ7","3","1","3","Unoccupied",
"OYJ7-L2","OYJ7","2","1","3","Partially Occupied",
"OYJ7-L1","OYJ7","1","1","3","Partially Occupied",
"OYJ8-L4","OYJ8","4","1","3","Partially Occupied",
"OYJ8-L3","OYJ8","3","1","3","Partially Occupied",
"OYJ8-L2","OYJ8","2","1","3","Partially Occupied",
"OYJ8-L1","OYJ8","1","1","3","Partially Occupied",
"OYJ9-L4","OYJ9","4","1","3","Unoccupied",
"OYJ9-L3","OYJ9","3","1","3","Partially Occupied",
"OYJ9-L2","OYJ9","2","1","3","Partially Occupied",
"OYJ9-L1","OYJ9","1","1","3","Partially Occupied",
"OYK1-L5","OYK1","5","0","4","Available","Unpurchased"
"OYK1-L4","OYK1","4","0","4","Available","Unpurchased"
"OYK1-L3","OYK1","3","0","4","Available","Unpurchased"
"OYK1-L2","OYK1","2","1","3","Unoccupied",
"OYK1-L1","OYK1","1","0","0","Not Available","The lot appears, by probing, to be partially occupied by a shallow buried vault. There was a buried rough cut granite block, polished with no engraving on the upper side, just below grade. The vault appears to lie partly in this lot and partly in the walkway to the Upper Terrace."
"OYK10-L5","OYK10","5","1","3","Partially Occupied",
"OYK10-L4","OYK10","4","1","3","Partially Occupied",
"OYK10-L3","OYK10","3","1","3","Partially Occupied",
"OYK10-L2","OYK10","2","1","3","Partially Occupied",
"OYK10-L1","OYK10","1","1","3","Partially Occupied",
"OYK11-L5","OYK11","5","1","3","Partially Occupied",
"OYK11-L4","OYK11","4","1","3","Unoccupied",
"OYK11-L3","OYK11","3","1","3","Unoccupied",
"OYK11-L2","OYK11","2","1","3","Partially Occupied",
"OYK11-L1","OYK11","1","1","3","Partially Occupied",
"OYK12-L5","OYK12","5","1","3","Partially Occupied",
"OYK12-L4","OYK12","4","1","3","Unoccupied",
"OYK12-L3","OYK12","3","1","3","Unoccupied",
"OYK12-L2","OYK12","2","1","3","Partially Occupied",
"OYK12-L1","OYK12","1","1","3","Partially Occupied",
"OYK2-L5","OYK2","5","1","3","Unoccupied",
"OYK2-L4","OYK2","4","1","3","Partially Occupied",
"OYK2-L3","OYK2","3","0","4","Available","Unpurchased"
"OYK2-L2","OYK2","2","0","4","Available","Unpurchased"
"OYK2-L1","OYK2","1","0","4","Available","Unpurchased"
"OYK3-L5","OYK3","5","1","3","Partially Occupied",
"OYK3-L4","OYK3","4","1","3","Partially Occupied",
"OYK3-L3","OYK3","3","1","3","Partially Occupied",
"OYK3-L2","OYK3","2","1","3","Unoccupied",
"OYK3-L1","OYK3","1","1","3","Unoccupied",
"OYK4-L5","OYK4","5","1","3","Unoccupied",
"OYK4-L4","OYK4","4","1","3","Unoccupied",
"OYK4-L3","OYK4","3","1","3","Unoccupied",
"OYK4-L2","OYK4","2","1","3","Unoccupied",
"OYK4-L1","OYK4","1","1","3","Partially Occupied",
"OYK5-L5","OYK5","5","1","3","Partially Occupied",
"OYK5-L4","OYK5","4","1","3","Partially Occupied",
"OYK5-L3","OYK5","3","1","3","Partially Occupied",
"OYK5-L2","OYK5","2","1","3","Partially Occupied",
"OYK5-L1","OYK5","1","1","3","Partially Occupied",
"OYK6-L5","OYK6","5","1","3","Unoccupied",
"OYK6-L4","OYK6","4","1","3","Partially Occupied",
"OYK6-L3","OYK6","3","1","3","Partially Occupied",
"OYK6-L2","OYK6","2","1","3","Partially Occupied",
"OYK6-L1","OYK6","1","1","3","Unoccupied",
"OYK7-L5","OYK7","5","1","3","Unoccupied",
"OYK7-L4","OYK7","4","1","3","Unoccupied",
"OYK7-L3","OYK7","3","1","3","Unoccupied",
"OYK7-L2","OYK7","2","1","3","Partially Occupied",
"OYK7-L1","OYK7","1","1","3","Unoccupied",
"OYK8-L5","OYK8","5","1","3","Unoccupied",
"OYK8-L4","OYK8","4","1","3","Unoccupied",
"OYK8-L3","OYK8","3","1","3","Unoccupied",
"OYK8-L2","OYK8","2","1","3","Partially Occupied",
"OYK8-L1","OYK8","1","1","3","Partially Occupied",
"OYK9-L5","OYK9","5","1","3","Unoccupied",
"OYK9-L4","OYK9","4","1","3","Unoccupied",
"OYK9-L3","OYK9","3","1","3","Partially Occupied",
"OYK9-L2","OYK9","2","1","3","Partially Occupied",
"OYK9-L1","OYK9","1","1","3","Partially Occupied",
"OYL1-L5","OYL1","5","0","4","Available","Unpurchased"
"OYL1-L4","OYL1","4","0","4","Available","Unpurchased"
"OYL1-L3","OYL1","3","0","4","Available","Unpurchased"
"OYL1-L2","OYL1","2","0","4","Available","Unpurchased"
"OYL1-L1","OYL1","1","2","2","Unoccupied",
"OYL10-L5","OYL10","5","1","3","Partially Occupied",
"OYL10-L4","OYL10","4","1","3","Partially Occupied",
"OYL10-L3","OYL10","3","1","3","Partially Occupied",
"OYL10-L2","OYL10","2","1","3","Unoccupied",
"OYL10-L1","OYL10","1","1","3","Partially Occupied",
"OYL11-L5","OYL11","5","1","3","Partially Occupied",
"OYL11-L4","OYL11","4","1","3","Partially Occupied",
"OYL11-L3","OYL11","3","0","4","Available","Unpurchased"
"OYL11-L2","OYL11","2","0","4","Available","Unpurchased"
"OYL11-L1","OYL11","1","0","4","Available","Unpurchased"
"OYL12-L5","OYL12","5","1","3","Unoccupied",
"OYL12-L4","OYL12","4","1","3","Partially Occupied",
"OYL12-L3","OYL12","3","1","3","Partially Occupied",
"OYL12-L2","OYL12","2","1","3","Partially Occupied",
"OYL12-L1","OYL12","1","1","3","Partially Occupied",
"OYL2-L5","OYL2","5","1","3","Partially Occupied",
"OYL2-L4","OYL2","4","1","3","Unoccupied",
"OYL2-L3","OYL2","3","0","4","Available","Unpurchased"
"OYL2-L2","OYL2","2","0","4","Available","Unpurchased"
"OYL2-L1","OYL2","1","0","4","Available","Unpurchased"
"OYL3-L5","OYL3","5","1","3","Partially Occupied",
"OYL3-L4","OYL3","4","1","3","Partially Occupied",
"OYL3-L3","OYL3","3","1","3","Partially Occupied",
"OYL3-L2","OYL3","2","1","3","Unoccupied",
"OYL3-L1","OYL3","1","1","3","Unoccupied",
"OYL4-L5","OYL4","5","1","3","Partially Occupied",
"OYL4-L4","OYL4","4","1","3","Unoccupied",
"OYL4-L3","OYL4","3","1","3","Partially Occupied",
"OYL4-L2","OYL4","2","1","3","Unoccupied",
"OYL4-L1","OYL4","1","1","3","Partially Occupied",
"OYL5-L5","OYL5","5","1","3","Partially Occupied",
"OYL5-L4","OYL5","4","1","3","Partially Occupied",
"OYL5-L3","OYL5","3","1","3","Partially Occupied",
"OYL5-L2","OYL5","2","1","3","Partially Occupied",
"OYL5-L1","OYL5","1","1","3","Partially Occupied",
"OYL6-L5","OYL6","5","1","3","Unoccupied",
"OYL6-L4","OYL6","4","1","3","Unoccupied",
"OYL6-L3","OYL6","3","1","3","Unoccupied",
"OYL6-L2","OYL6","2","1","3","Partially Occupied",
"OYL6-L1","OYL6","1","1","3","Partially Occupied",
"OYL7-L5","OYL7","5","1","3","Unoccupied",
"OYL7-L4","OYL7","4","1","3","Partially Occupied",
"OYL7-L3","OYL7","3","1","3","Partially Occupied",
"OYL7-L2","OYL7","2","1","3","Partially Occupied",
"OYL7-L1","OYL7","1","1","3","Partially Occupied",
"OYL8-L5","OYL8","5","0","4","Available","Unpurchased"
"OYL8-L4","OYL8","4","0","4","Available","Unpurchased"
"OYL8-L3","OYL8","3","0","4","Available","Unpurchased"
"OYL8-L2","OYL8","2","0","4","Available","Unpurchased"
"OYL8-L1","OYL8","1","0","4","Available","Unpurchased"
"OYL9-L5","OYL9","5","0","4","Available","Unpurchased"
"OYL9-L4","OYL9","4","0","4","Available","Unpurchased"
"OYL9-L3","OYL9","3","0","4","Available","Unpurchased"
"OYL9-L2","OYL9","2","0","4","Available","Unpurchased"
"OYL9-L1","OYL9","1","0","4","Available","Unpurchased"
"OYM1-L5","OYM1","5","1","3","Unoccupied",
"OYM1-L4","OYM1","4","1","2","Unoccupied",
"OYM1-L3","OYM1","3","1","3","Unoccupied",
"OYM1-L2","OYM1","2","1","3","Unoccupied",
"OYM1-L1","OYM1","1","1","3","Partially Occupied",
"OYM10-L5","OYM10","5","0","4","Available","Unpurchased"
"OYM10-L4","OYM10","4","0","4","Available","Unpurchased"
"OYM10-L3","OYM10","3","0","4","Available","Unpurchased"
"OYM10-L2","OYM10","2","0","4","Available","Unpurchased"
"OYM10-L1","OYM10","1","0","4","Available","Unpurchased"
"OYM11-L5","OYM11","5","0","4","Available","Unpurchased"
"OYM11-L4","OYM11","4","0","4","Available","Unpurchased"
"OYM11-L3","OYM11","3","0","4","Available","Unpurchased"
"OYM11-L2","OYM11","2","0","4","Available","Unpurchased"
"OYM11-L1","OYM11","1","0","4","Available","Unpurchased"
"OYM12-L5","OYM12","5","0","4","Available","Unpurchased"
"OYM12-L4","OYM12","4","0","4","Available","Unpurchased"
"OYM12-L3","OYM12","3","0","4","Available","Unpurchased"
"OYM12-L2","OYM12","2","0","4","Available","Unpurchased"
"OYM12-L1","OYM12","1","0","4","Available","Unpurchased"
"OYM2-L5","OYM2","5","1","3","Partially Occupied",
"OYM2-L4","OYM2","4","1","3","Partially Occupied",
"OYM2-L3","OYM2","3","1","3","Unoccupied",
"OYM2-L2","OYM2","2","2","2","Partially Occupied",
"OYM2-L1","OYM2","1","1","3","Unoccupied",
"OYM3-L5","OYM3","5","1","3","Partially Occupied",
"OYM3-L4","OYM3","4","1","3","Partially Occupied",
"OYM3-L3","OYM3","3","1","3","Partially Occupied",
"OYM3-L2","OYM3","2","1","3","Unoccupied",
"OYM3-L1","OYM3","1","1","3","Unoccupied",
"OYM4-L5","OYM4","5","1","3","Partially Occupied",
"OYM4-L4","OYM4","4","0","4","Available","Unpurchased"
"OYM4-L3","OYM4","3","0","4","Available","Unpurchased"
"OYM4-L2","OYM4","2","0","4","Available","Unpurchased"
"OYM4-L1","OYM4","1","0","4","Available","Unpurchased"
"OYM5-L4","OYM5","4","0","4","Available","Unpurchased"
"OYM5-L3","OYM5","3","0","4","Available","Unpurchased"
"OYM5-L2","OYM5","2","0","4","Available","Unpurchased"
"OYM5-L1","OYM5","1","0","4","Available","Unpurchased"
"OYM6-L4","OYM6","4","1","3","Unoccupied",
"OYM6-L3","OYM6","3","1","3","Partially Occupied",
"OYM6-L2","OYM6","2","1","3","Partially Occupied",
"OYM6-L1","OYM6","1","1","3","Partially Occupied",
"OYM7-L4","OYM7","4","4","0","Fully Occupied",
"OYM7-L3","OYM7","3","0","4","Available","Unpurchased"
"OYM7-L2","OYM7","2","0","4","Available","Unpurchased"
"OYM7-L1","OYM7","1","0","4","Available","Unpurchased"
"OYM8-L5","OYM8","5","1","3","Partially Occupied",
"OYM8-L4","OYM8","4","1","3","Partially Occupied",
"OYM8-L3","OYM8","3","1","3","Partially Occupied",
"OYM8-L2","OYM8","2","1","3","Partially Occupied",
"OYM8-L1","OYM8","1","1","3","Partially Occupied",
"OYM9-L5","OYM9","5","0","4","Available","Unpurchased"
"OYM9-L4","OYM9","4","0","4","Available","Unpurchased"
"OYM9-L3","OYM9","3","0","4","Available","Unpurchased"
"OYM9-L2","OYM9","2","0","4","Available","Unpurchased"
"OYM9-L1","OYM9","1","0","4","Available","Unpurchased"
"UTA1-L4","UTA1","4","1","3","Unoccupied",
"UTA1-L3","UTA1","3","1","3","Partially Occupied",
"UTA1-L2","UTA1","2","1","3","Unoccupied",
"UTA1-L1","UTA1","1","1","3","Unoccupied",
"UTA10-L5","UTA10","5","0","4","Available","Unpurchased"
"UTA10-L4","UTA10","4","0","4","Available","Unpurchased"
"UTA10-L3","UTA10","3","3","1","Partially Occupied",
"UTA10-L2","UTA10","2","0","4","Available","Unpurchased"
"UTA10-L1","UTA10","1","0","4","Available","Unpurchased"
"UTA11-L4","UTA11","4","1","3","Unoccupied",
"UTA11-L3","UTA11","3","1","3","Unoccupied",
"UTA11-L2","UTA11","2","1","3","Partially Occupied",
"UTA11-L1","UTA11","1","1","3","Partially Occupied",
"UTA12-L4","UTA12","4","1","3","Partially Occupied",
"UTA12-L3","UTA12","3","1","3","Partially Occupied",
"UTA12-L2","UTA12","2","1","3","Partially Occupied",
"UTA12-L1","UTA12","1","1","3","Partially Occupied",
"UTA13-L5","UTA13","5","1","3","Partially Occupied",
"UTA13-L4","UTA13","4","1","3","Partially Occupied",
"UTA13-L3","UTA13","3","1","3","Partially Occupied",
"UTA13-L2","UTA13","2","1","3","Partially Occupied",
"UTA13-L1","UTA13","1","1","3","Partially Occupied",
"UTA14-L5","UTA14","5","1","3","Unoccupied",
"UTA14-L4","UTA14","4","1","3","Unoccupied",
"UTA14-L3","UTA14","3","1","3","Partially Occupied",
"UTA14-L2","UTA14","2","1","3","Partially Occupied",
"UTA14-L1","UTA14","1","1","3","Partially Occupied",
"UTA15-L5","UTA15","5","1","3","Unoccupied",
"UTA15-L4","UTA15","4","1","3","Partially Occupied",
"UTA15-L3","UTA15","3","1","3","Partially Occupied",
"UTA15-L2","UTA15","2","1","3","Partially Occupied",
"UTA15-L1","UTA15","1","1","3","Unoccupied",
"UTA16-L5","UTA16","5","0","4","Available","Unpurchased"
"UTA16-L4","UTA16","4","0","4","Available","Unpurchased"
"UTA16-L3","UTA16","3","0","4","Available","Unpurchased"
"UTA16-L2","UTA16","2","1","3","Partially Occupied",
"UTA16-L1","UTA16","1","1","3","Partially Occupied",
"UTA17-L5","UTA17","5","1","3","Partially Occupied",
"UTA17-L4","UTA17","4","1","3","Partially Occupied",
"UTA17-L3","UTA17","3","1","3","Partially Occupied",
"UTA17-L2","UTA17","2","1","3","Partially Occupied",
"UTA17-L1","UTA17","1","1","3","Partially Occupied",
"UTA18-L5","UTA18","5","1","3","Unoccupied",
"UTA18-L4","UTA18","4","1","3","Unoccupied",
"UTA18-L3","UTA18","3","1","3","Unoccupied",
"UTA18-L2","UTA18","2","1","3","Partially Occupied",
"UTA18-L1","UTA18","1","1","3","Partially Occupied",
"UTA19-L5","UTA19","5","1","3","Partially Occupied",
"UTA19-L4","UTA19","4","1","3","Partially Occupied",
"UTA19-L3","UTA19","3","1","3","Unoccupied",
"UTA19-L2","UTA19","2","1","3","Partially Occupied",
"UTA19-L1","UTA19","1","1","3","Partially Occupied",
"UTA2-L5","UTA2","5","1","3","Unoccupied",
"UTA2-L4","UTA2","4","1","3","Unoccupied",
"UTA2-L3","UTA2","3","1","3","Partially Occupied",
"UTA2-L2","UTA2","2","1","3","Partially Occupied",
"UTA2-L1","UTA2","1","1","3","Partially Occupied",
"UTA20-L5","UTA20","5","1","3","Unoccupied",
"UTA20-L4","UTA20","4","1","3","Partially Occupied",
"UTA20-L3","UTA20","3","1","3","Partially Occupied",
"UTA20-L2","UTA20","2","1","3","Partially Occupied",
"UTA20-L1","UTA20","1","1","3","Unoccupied",
"UTA21-L5","UTA21","5","1","3","Unoccupied",
"UTA21-L4","UTA21","4","1","3","Partially Occupied",
"UTA21-L3","UTA21","3","1","3","Partially Occupied",
"UTA21-L2","UTA21","2","1","3","Partially Occupied",
"UTA21-L1","UTA21","1","1","3","Partially Occupied",
"UTA22-L5","UTA22","5","1","3","Partially Occupied",
"UTA22-L4","UTA22","4","1","3","Partially Occupied",
"UTA22-L3","UTA22","3","1","3","Unoccupied",
"UTA22-L2","UTA22","2","1","3","Partially Occupied",
"UTA22-L1","UTA22","1","1","3","Partially Occupied",
"UTA23-L4","UTA23","4","1","3","Partially Occupied",
"UTA23-L3","UTA23","3","1","3","Partially Occupied",
"UTA23-L2","UTA23","2","1","3","Partially Occupied",
"UTA23-L1","UTA23","1","2","2","Partially Occupied",
"UTA24-L5","UTA24","5","1","3","Partially Occupied",
"UTA24-L4","UTA24","4","1","3","Partially Occupied",
"UTA24-L3","UTA24","3","1","3","Partially Occupied",
"UTA24-L2","UTA24","2","1","3","Partially Occupied",
"UTA24-L1","UTA24","1","1","3","Partially Occupied",
"UTA25-L5","UTA25","5","3","1","Unoccupied",
"UTA25-L4","UTA25","4","2","2","Partially Occupied",
"UTA25-L3","UTA25","3","3","1","Partially Occupied",
"UTA25-L2","UTA25","2","4","0","Unoccupied",
"UTA25-L1","UTA25","1","1","3","Partially Occupied",
"UTA26-L5","UTA26","5","1","3","Unoccupied",
"UTA26-L4","UTA26","4","1","3","Partially Occupied",
"UTA26-L3","UTA26","3","1","3","Partially Occupied",
"UTA26-L2","UTA26","2","1","3","Partially Occupied",
"UTA26-L1","UTA26","1","1","3","Partially Occupied",
"UTA3-L5","UTA3","5","1","3","Unoccupied",
"UTA3-L4","UTA3","4","1","3","Unoccupied",
"UTA3-L3","UTA3","3","1","3","Unoccupied",
"UTA3-L2","UTA3","2","1","3","Partially Occupied",
"UTA3-L1","UTA3","1","1","3","Partially Occupied",
"UTA4-L5","UTA4","5","1","3","Partially Occupied",
"UTA4-L4","UTA4","4","1","3","Unoccupied",
"UTA4-L3","UTA4","3","1","3","Unoccupied",
"UTA4-L2","UTA4","2","1","3","Partially Occupied",
"UTA4-L1","UTA4","1","1","3","Partially Occupied",
"UTA5-L4","UTA5","4","2","2","Partially Occupied",
"UTA5-L3","UTA5","3","1","3","Partially Occupied","Buried at sea"
"UTA5-L2","UTA5","2","2","2","Partially Occupied",
"UTA5-L1","UTA5","1","2","2","Partially Occupied",
"UTA6-L5","UTA6","5","1","3","Unoccupied",
"UTA6-L4","UTA6","4","1","3","Unoccupied",
"UTA6-L3","UTA6","3","1","3","Unoccupied",
"UTA6-L2","UTA6","2","1","3","Partially Occupied",
"UTA6-L1","UTA6","1","1","3","Partially Occupied",
"UTA7-L5","UTA7","5","1","3","Unoccupied",
"UTA7-L4","UTA7","4","1","3","Unoccupied",
"UTA7-L3","UTA7","3","1","3","Unoccupied",
"UTA7-L2","UTA7","2","1","3","Partially Occupied",
"UTA7-L1","UTA7","1","1","3","Partially Occupied",
"UTA8-L5","UTA8","5","1","3","Unoccupied",
"UTA8-L4","UTA8","4","1","3","Unoccupied",
